id,year,state_name,state_code,district_name,district_code,crop_name,crop_code,crop_type,season,area,area_unit,production,production_unit,yield,yield_unit
330033,2017-2018,Bihar,10,Purnia,214,Sesamum,1003.0,Oilseeds,Kharif,26.0,Hectare,23.0,Tonnes,0.885,Tonnes/Hectare
330034,2017-2018,Bihar,10,Purnia,214,Sugarcane,401.0,Sugar,Whole Year,37.0,Hectare,2186.0,Tonnes,59.081,Tonnes/Hectare
330035,2017-2018,Bihar,10,Purnia,214,Sunflower,1007.0,Oilseeds,Rabi,332.0,Hectare,486.0,Tonnes,1.464,Tonnes/Hectare
330036,2017-2018,Bihar,10,Purnia,214,Urad,203.0,Pulses,Kharif,7.0,Hectare,6.0,Tonnes,0.857,Tonnes/Hectare
330037,2017-2018,Bihar,10,Purnia,214,Wheat,106.0,Cereals,Rabi,19780.0,Hectare,48700.0,Tonnes,2.462,Tonnes/Hectare
332456,2017-2018,Haryana,6,Gurugram,62,Arhar/Tur,202.0,Pulses,Kharif,500.0,Hectare,590.0,Tonnes,1.18,Tonnes/Hectare
332457,2017-2018,Haryana,6,Gurugram,62,Bajra,103.0,Cereals,Kharif,31700.0,Hectare,60600.0,Tonnes,1.912,Tonnes/Hectare
332458,2017-2018,Haryana,6,Gurugram,62,Barley,107.0,Cereals,Rabi,800.0,Hectare,3700.0,Tonnes,4.625,Tonnes/Hectare
332459,2017-2018,Haryana,6,Gurugram,62,Coriander,509.0,Spices,Whole Year,5.0,Hectare,24.0,Tonnes,4.8,Tonnes/Hectare
332460,2017-2018,Haryana,6,Gurugram,62,Cotton(Lint),1101.0,Fiber Crops,Kharif,1800.0,Hectare,4300.0,Tonnes,2.389,Tonnes/Hectare
332461,2017-2018,Haryana,6,Gurugram,62,Garlic,508.0,Spices,Whole Year,20.0,Hectare,200.0,Tonnes,10.0,Tonnes/Hectare
332462,2017-2018,Haryana,6,Gurugram,62,Guar Seed,727.0,Vegetable,Kharif,600.0,Hectare,500.0,Tonnes,0.833,Tonnes/Hectare
332463,2017-2018,Haryana,6,Gurugram,62,Jowar,102.0,Cereals,Kharif,300.0,Hectare,200.0,Tonnes,0.667,Tonnes/Hectare
332464,2017-2018,Haryana,6,Gurugram,62,Onion,708.0,Vegetable,Whole Year,525.0,Hectare,12214.0,Tonnes,23.265,Tonnes/Hectare
332465,2017-2018,Haryana,6,Gurugram,62,Peas & Beans (Pulses),213.0,Pulses,Kharif,1400.0,Hectare,12000.0,Tonnes,8.571,Tonnes/Hectare
332466,2017-2018,Haryana,6,Gurugram,62,Potato,701.0,Vegetable,Whole Year,80.0,Hectare,2068.0,Tonnes,25.85,Tonnes/Hectare
332467,2017-2018,Haryana,6,Gurugram,62,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,14600.0,Hectare,34000.0,Tonnes,2.329,Tonnes/Hectare
332468,2017-2018,Haryana,6,Gurugram,62,Rice,101.0,Cereals,Kharif,5200.0,Hectare,13400.0,Tonnes,2.577,Tonnes/Hectare
332469,2017-2018,Haryana,6,Gurugram,62,Sesamum,1003.0,Oilseeds,Kharif,500.0,Hectare,200.0,Tonnes,0.4,Tonnes/Hectare
332470,2017-2018,Haryana,6,Gurugram,62,Wheat,106.0,Cereals,Rabi,43000.0,Hectare,211000.0,Tonnes,4.907,Tonnes/Hectare
346560,2017-2018,Uttar Pradesh,9,Varanasi,187,Arhar/Tur,202.0,Pulses,Kharif,4737.0,Hectare,5862.0,Tonnes,1.237,Tonnes/Hectare
346561,2017-2018,Uttar Pradesh,9,Varanasi,187,Bajra,103.0,Cereals,Kharif,6195.0,Hectare,5888.0,Tonnes,0.95,Tonnes/Hectare
346562,2017-2018,Uttar Pradesh,9,Varanasi,187,Banana,606.0,Fruits,Summer,12.0,Hectare,530.0,Tonnes,44.167,Tonnes/Hectare
346563,2017-2018,Uttar Pradesh,9,Varanasi,187,Barley,107.0,Cereals,Rabi,331.0,Hectare,735.0,Tonnes,2.221,Tonnes/Hectare
346564,2017-2018,Uttar Pradesh,9,Varanasi,187,Coriander,509.0,Spices,Rabi,19.0,Hectare,10.0,Tonnes,0.526,Tonnes/Hectare
346565,2017-2018,Uttar Pradesh,9,Varanasi,187,Dry Chillies,502.0,Spices,Kharif,445.0,Hectare,410.0,Tonnes,0.921,Tonnes/Hectare
346566,2017-2018,Uttar Pradesh,9,Varanasi,187,Garlic,508.0,Spices,Rabi,5.0,Hectare,27.0,Tonnes,5.4,Tonnes/Hectare
346567,2017-2018,Uttar Pradesh,9,Varanasi,187,Gram,201.0,Pulses,Rabi,1926.0,Hectare,2876.0,Tonnes,1.493,Tonnes/Hectare
346568,2017-2018,Uttar Pradesh,9,Varanasi,187,Groundnut,1001.0,Oilseeds,Kharif,1.0,Hectare,1.0,Tonnes,1.0,Tonnes/Hectare
346569,2017-2018,Uttar Pradesh,9,Varanasi,187,Guar Seed,727.0,Vegetable,Kharif,56.0,Hectare,40.0,Tonnes,0.714,Tonnes/Hectare
346570,2017-2018,Uttar Pradesh,9,Varanasi,187,Jowar,102.0,Cereals,Kharif,2839.0,Hectare,2950.0,Tonnes,1.039,Tonnes/Hectare
346571,2017-2018,Uttar Pradesh,9,Varanasi,187,Linseed,1005.0,Oilseeds,Rabi,2.0,Hectare,2.0,Tonnes,1.0,Tonnes/Hectare
346572,2017-2018,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Kharif,2899.0,Hectare,5143.0,Tonnes,1.774,Tonnes/Hectare
346573,2017-2018,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Rabi,6.0,Hectare,18.0,Tonnes,3.0,Tonnes/Hectare
346574,2017-2018,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Summer,39.0,Hectare,85.0,Tonnes,2.179,Tonnes/Hectare
346575,2017-2018,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Total,2944.0,Hectare,5246.0,Tonnes,1.782,Tonnes/Hectare
346576,2017-2018,Uttar Pradesh,9,Varanasi,187,Masoor,205.0,Pulses,Rabi,197.0,Hectare,120.0,Tonnes,0.609,Tonnes/Hectare
346577,2017-2018,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Kharif,277.0,Hectare,109.0,Tonnes,0.394,Tonnes/Hectare
346578,2017-2018,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Summer,50.0,Hectare,36.0,Tonnes,0.72,Tonnes/Hectare
346579,2017-2018,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Total,327.0,Hectare,145.0,Tonnes,0.443,Tonnes/Hectare
346580,2017-2018,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Rabi,121.0,Hectare,1522.0,Tonnes,12.579,Tonnes/Hectare
346581,2017-2018,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Summer,139.0,Hectare,2049.0,Tonnes,14.741,Tonnes/Hectare
346582,2017-2018,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Total,260.0,Hectare,3571.0,Tonnes,13.735,Tonnes/Hectare
346583,2017-2018,Uttar Pradesh,9,Varanasi,187,Peas & Beans (Pulses),213.0,Pulses,Rabi,2936.0,Hectare,3535.0,Tonnes,1.204,Tonnes/Hectare
346584,2017-2018,Uttar Pradesh,9,Varanasi,187,Potato,701.0,Vegetable,Rabi,3094.0,Hectare,63953.0,Tonnes,20.67,Tonnes/Hectare
346585,2017-2018,Uttar Pradesh,9,Varanasi,187,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,665.0,Hectare,769.0,Tonnes,1.156,Tonnes/Hectare
346586,2017-2018,Uttar Pradesh,9,Varanasi,187,Rice,101.0,Cereals,Kharif,51719.0,Hectare,131832.0,Tonnes,2.549,Tonnes/Hectare
346587,2017-2018,Uttar Pradesh,9,Varanasi,187,Sannhamp,1104.0,Fiber Crops,Kharif,368.0,Hectare,71.0,Tonnes,0.193,Tonnes/Hectare
346588,2017-2018,Uttar Pradesh,9,Varanasi,187,Sesamum,1003.0,Oilseeds,Kharif,339.0,Hectare,100.0,Tonnes,0.295,Tonnes/Hectare
346589,2017-2018,Uttar Pradesh,9,Varanasi,187,Sugarcane,401.0,Sugar,Kharif,2532.0,Hectare,169310.0,Tonnes,66.868,Tonnes/Hectare
346590,2017-2018,Uttar Pradesh,9,Varanasi,187,Sweet Potato,703.0,Vegetable,Kharif,29.0,Hectare,324.0,Tonnes,11.172,Tonnes/Hectare
346591,2017-2018,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Kharif,1863.0,Hectare,1002.0,Tonnes,0.538,Tonnes/Hectare
346592,2017-2018,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Summer,100.0,Hectare,78.0,Tonnes,0.78,Tonnes/Hectare
346593,2017-2018,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Total,1963.0,Hectare,1080.0,Tonnes,0.55,Tonnes/Hectare
346594,2017-2018,Uttar Pradesh,9,Varanasi,187,Wheat,106.0,Cereals,Rabi,69363.0,Hectare,234528.0,Tonnes,3.381,Tonnes/Hectare
371418,2019-2020,Bihar,10,Purnia,214,Linseed,1005.0,Oilseeds,Rabi,13.0,Hectare,11.0,Tonnes,0.846,Tonnes/Hectare
350593,2018-2019,Bihar,10,Purnia,214,Groundnut,1001.0,Oilseeds,Kharif,5.0,Hectare,5.0,Tonnes,1.0,Tonnes/Hectare
350594,2018-2019,Bihar,10,Purnia,214,Horse-Gram,206.0,Pulses,Kharif,160.0,Hectare,151.0,Tonnes,0.944,Tonnes/Hectare
350595,2018-2019,Bihar,10,Purnia,214,Jute,1102.0,Fiber Crops,Kharif,11200.0,Hectare,198177.0,Tonnes,17.694,Tonnes/Hectare
350596,2018-2019,Bihar,10,Purnia,214,Linseed,1005.0,Oilseeds,Rabi,25.0,Hectare,21.0,Tonnes,0.84,Tonnes/Hectare
350597,2018-2019,Bihar,10,Purnia,214,Maize,104.0,Cereals,Autumn,1380.0,Hectare,4945.0,Tonnes,3.583,Tonnes/Hectare
350598,2018-2019,Bihar,10,Purnia,214,Maize,104.0,Cereals,Rabi,35786.0,Hectare,337605.0,Tonnes,9.434,Tonnes/Hectare
350599,2018-2019,Bihar,10,Purnia,214,Maize,104.0,Cereals,Summer,304.0,Hectare,1713.0,Tonnes,5.635,Tonnes/Hectare
350600,2018-2019,Bihar,10,Purnia,214,Maize,104.0,Cereals,Total,37470.0,Hectare,344263.0,Tonnes,9.188,Tonnes/Hectare
350601,2018-2019,Bihar,10,Purnia,214,Masoor,205.0,Pulses,Rabi,555.0,Hectare,415.0,Tonnes,0.748,Tonnes/Hectare
350602,2018-2019,Bihar,10,Purnia,214,Mesta,1103.0,Fiber Crops,Kharif,193.0,Hectare,439.0,Tonnes,2.275,Tonnes/Hectare
350603,2018-2019,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Summer,545.0,Hectare,561.0,Tonnes,1.029,Tonnes/Hectare
350604,2018-2019,Bihar,10,Purnia,214,Onion,708.0,Vegetable,Rabi,96.0,Hectare,1260.0,Tonnes,13.125,Tonnes/Hectare
350605,2018-2019,Bihar,10,Purnia,214,Other Kharif Pulses,288.0,Pulses,Kharif,89.0,Hectare,85.0,Tonnes,0.955,Tonnes/Hectare
350606,2018-2019,Bihar,10,Purnia,214,Potato,701.0,Vegetable,Rabi,30.0,Hectare,223.0,Tonnes,7.433,Tonnes/Hectare
350607,2018-2019,Bihar,10,Purnia,214,Potato,701.0,Vegetable,Total,8885.0,Hectare,241787.0,Tonnes,27.213,Tonnes/Hectare
350608,2018-2019,Bihar,10,Purnia,214,Potato,701.0,Vegetable,Winter,8855.0,Hectare,241564.0,Tonnes,27.28,Tonnes/Hectare
350609,2018-2019,Bihar,10,Purnia,214,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,488.0,Hectare,505.0,Tonnes,1.035,Tonnes/Hectare
350610,2018-2019,Bihar,10,Purnia,214,Rice,101.0,Cereals,Autumn,2087.0,Hectare,2803.0,Tonnes,1.343,Tonnes/Hectare
350611,2018-2019,Bihar,10,Purnia,214,Rice,101.0,Cereals,Summer,417.0,Hectare,913.0,Tonnes,2.189,Tonnes/Hectare
350612,2018-2019,Bihar,10,Purnia,214,Rice,101.0,Cereals,Total,103501.0,Hectare,239534.0,Tonnes,2.314,Tonnes/Hectare
350613,2018-2019,Bihar,10,Purnia,214,Rice,101.0,Cereals,Winter,100997.0,Hectare,235818.0,Tonnes,2.335,Tonnes/Hectare
350614,2018-2019,Bihar,10,Purnia,214,Sesamum,1003.0,Oilseeds,Kharif,27.0,Hectare,24.0,Tonnes,0.889,Tonnes/Hectare
350615,2018-2019,Bihar,10,Purnia,214,Sugarcane,401.0,Sugar,Whole Year,11.0,Hectare,1039.0,Tonnes,94.455,Tonnes/Hectare
350616,2018-2019,Bihar,10,Purnia,214,Sunflower,1007.0,Oilseeds,Rabi,34.0,Hectare,51.0,Tonnes,1.5,Tonnes/Hectare
350617,2018-2019,Bihar,10,Purnia,214,Urad,203.0,Pulses,Kharif,41.0,Hectare,37.0,Tonnes,0.902,Tonnes/Hectare
350618,2018-2019,Bihar,10,Purnia,214,Wheat,106.0,Cereals,Rabi,18101.0,Hectare,58856.0,Tonnes,3.252,Tonnes/Hectare
353018,2018-2019,Haryana,6,Gurugram,62,Arhar/Tur,202.0,Pulses,Kharif,290.0,Hectare,334.0,Tonnes,1.152,Tonnes/Hectare
353019,2018-2019,Haryana,6,Gurugram,62,Bajra,103.0,Cereals,Kharif,32000.0,Hectare,75000.0,Tonnes,2.344,Tonnes/Hectare
353020,2018-2019,Haryana,6,Gurugram,62,Barley,107.0,Cereals,Rabi,700.0,Hectare,3400.0,Tonnes,4.857,Tonnes/Hectare
353021,2018-2019,Haryana,6,Gurugram,62,Castor Seed,1002.0,Oilseeds,Kharif,2.0,Hectare,1.0,Tonnes,0.5,Tonnes/Hectare
353022,2018-2019,Haryana,6,Gurugram,62,Coriander,509.0,Spices,Whole Year,10.0,Hectare,34.0,Tonnes,3.4,Tonnes/Hectare
353023,2018-2019,Haryana,6,Gurugram,62,Cotton(Lint),1101.0,Fiber Crops,Kharif,2500.0,Hectare,7500.0,Tonnes,3.0,Tonnes/Hectare
353024,2018-2019,Haryana,6,Gurugram,62,Garlic,508.0,Spices,Whole Year,30.0,Hectare,120.0,Tonnes,4.0,Tonnes/Hectare
353025,2018-2019,Haryana,6,Gurugram,62,Guar Seed,727.0,Vegetable,Kharif,548.0,Hectare,438.0,Tonnes,0.799,Tonnes/Hectare
353026,2018-2019,Haryana,6,Gurugram,62,Jowar,102.0,Cereals,Kharif,600.0,Hectare,300.0,Tonnes,0.5,Tonnes/Hectare
353027,2018-2019,Haryana,6,Gurugram,62,Moong(Green Gram),204.0,Pulses,Kharif,3.0,Hectare,2.0,Tonnes,0.667,Tonnes/Hectare
353028,2018-2019,Haryana,6,Gurugram,62,Onion,708.0,Vegetable,Whole Year,1440.0,Hectare,35534.0,Tonnes,24.676,Tonnes/Hectare
353029,2018-2019,Haryana,6,Gurugram,62,Peas & Beans (Pulses),213.0,Pulses,Kharif,380.0,Hectare,7500.0,Tonnes,19.737,Tonnes/Hectare
353030,2018-2019,Haryana,6,Gurugram,62,Peas & Beans (Pulses),213.0,Pulses,Rabi,55.0,Hectare,61.0,Tonnes,1.109,Tonnes/Hectare
353031,2018-2019,Haryana,6,Gurugram,62,Peas & Beans (Pulses),213.0,Pulses,Total,435.0,Hectare,7561.0,Tonnes,17.382,Tonnes/Hectare
353032,2018-2019,Haryana,6,Gurugram,62,Potato,701.0,Vegetable,Whole Year,70.0,Hectare,1809.0,Tonnes,25.843,Tonnes/Hectare
353033,2018-2019,Haryana,6,Gurugram,62,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,14800.0,Hectare,33100.0,Tonnes,2.236,Tonnes/Hectare
353034,2018-2019,Haryana,6,Gurugram,62,Rice,101.0,Cereals,Kharif,5000.0,Hectare,14000.0,Tonnes,2.8,Tonnes/Hectare
353035,2018-2019,Haryana,6,Gurugram,62,Sesamum,1003.0,Oilseeds,Kharif,580.0,Hectare,290.0,Tonnes,0.5,Tonnes/Hectare
353036,2018-2019,Haryana,6,Gurugram,62,Sugarcane,401.0,Sugar,Whole Year,100.0,Hectare,7800.0,Tonnes,78.0,Tonnes/Hectare
353037,2018-2019,Haryana,6,Gurugram,62,Urad,203.0,Pulses,Kharif,3.0,Hectare,2.0,Tonnes,0.667,Tonnes/Hectare
353038,2018-2019,Haryana,6,Gurugram,62,Wheat,106.0,Cereals,Rabi,43000.0,Hectare,213000.0,Tonnes,4.953,Tonnes/Hectare
367319,2018-2019,Uttar Pradesh,9,Varanasi,187,Arhar/Tur,202.0,Pulses,Kharif,4031.0,Hectare,4758.0,Tonnes,1.18,Tonnes/Hectare
367320,2018-2019,Uttar Pradesh,9,Varanasi,187,Bajra,103.0,Cereals,Kharif,4916.0,Hectare,8718.0,Tonnes,1.773,Tonnes/Hectare
367321,2018-2019,Uttar Pradesh,9,Varanasi,187,Banana,606.0,Fruits,Summer,12.0,Hectare,538.0,Tonnes,44.833,Tonnes/Hectare
367322,2018-2019,Uttar Pradesh,9,Varanasi,187,Barley,107.0,Cereals,Rabi,131.0,Hectare,323.0,Tonnes,2.466,Tonnes/Hectare
367323,2018-2019,Uttar Pradesh,9,Varanasi,187,Coriander,509.0,Spices,Rabi,19.0,Hectare,15.0,Tonnes,0.789,Tonnes/Hectare
367324,2018-2019,Uttar Pradesh,9,Varanasi,187,Dry Chillies,502.0,Spices,Kharif,435.0,Hectare,402.0,Tonnes,0.924,Tonnes/Hectare
367325,2018-2019,Uttar Pradesh,9,Varanasi,187,Garlic,508.0,Spices,Rabi,4.0,Hectare,26.0,Tonnes,6.5,Tonnes/Hectare
367326,2018-2019,Uttar Pradesh,9,Varanasi,187,Gram,201.0,Pulses,Rabi,1477.0,Hectare,1670.0,Tonnes,1.131,Tonnes/Hectare
367327,2018-2019,Uttar Pradesh,9,Varanasi,187,Groundnut,1001.0,Oilseeds,Kharif,6.0,Hectare,6.0,Tonnes,1.0,Tonnes/Hectare
367328,2018-2019,Uttar Pradesh,9,Varanasi,187,Guar Seed,727.0,Vegetable,Kharif,56.0,Hectare,40.0,Tonnes,0.714,Tonnes/Hectare
367329,2018-2019,Uttar Pradesh,9,Varanasi,187,Jowar,102.0,Cereals,Kharif,2396.0,Hectare,4770.0,Tonnes,1.991,Tonnes/Hectare
367330,2018-2019,Uttar Pradesh,9,Varanasi,187,Linseed,1005.0,Oilseeds,Rabi,22.0,Hectare,9.0,Tonnes,0.409,Tonnes/Hectare
367331,2018-2019,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Kharif,2950.0,Hectare,4909.0,Tonnes,1.664,Tonnes/Hectare
367332,2018-2019,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Rabi,4.0,Hectare,11.0,Tonnes,2.75,Tonnes/Hectare
367333,2018-2019,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Summer,37.0,Hectare,76.0,Tonnes,2.054,Tonnes/Hectare
367334,2018-2019,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Total,2991.0,Hectare,4996.0,Tonnes,1.67,Tonnes/Hectare
367335,2018-2019,Uttar Pradesh,9,Varanasi,187,Masoor,205.0,Pulses,Rabi,1360.0,Hectare,1657.0,Tonnes,1.218,Tonnes/Hectare
367336,2018-2019,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Kharif,200.0,Hectare,137.0,Tonnes,0.685,Tonnes/Hectare
367337,2018-2019,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Summer,58.0,Hectare,49.0,Tonnes,0.845,Tonnes/Hectare
367338,2018-2019,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Total,258.0,Hectare,186.0,Tonnes,0.721,Tonnes/Hectare
367339,2018-2019,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Rabi,81.0,Hectare,2310.0,Tonnes,28.519,Tonnes/Hectare
367340,2018-2019,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Summer,131.0,Hectare,1648.0,Tonnes,12.58,Tonnes/Hectare
367341,2018-2019,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Total,212.0,Hectare,3958.0,Tonnes,18.67,Tonnes/Hectare
367342,2018-2019,Uttar Pradesh,9,Varanasi,187,Peas & Beans (Pulses),213.0,Pulses,Rabi,2244.0,Hectare,3025.0,Tonnes,1.348,Tonnes/Hectare
367343,2018-2019,Uttar Pradesh,9,Varanasi,187,Potato,701.0,Vegetable,Rabi,3020.0,Hectare,61578.0,Tonnes,20.39,Tonnes/Hectare
367344,2018-2019,Uttar Pradesh,9,Varanasi,187,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,1157.0,Hectare,573.0,Tonnes,0.495,Tonnes/Hectare
367345,2018-2019,Uttar Pradesh,9,Varanasi,187,Rice,101.0,Cereals,Kharif,48013.0,Hectare,121425.0,Tonnes,2.529,Tonnes/Hectare
367346,2018-2019,Uttar Pradesh,9,Varanasi,187,Sannhamp,1104.0,Fiber Crops,Kharif,442.0,Hectare,85.0,Tonnes,0.192,Tonnes/Hectare
367347,2018-2019,Uttar Pradesh,9,Varanasi,187,Sesamum,1003.0,Oilseeds,Kharif,361.0,Hectare,142.0,Tonnes,0.393,Tonnes/Hectare
367348,2018-2019,Uttar Pradesh,9,Varanasi,187,Sugarcane,401.0,Sugar,Kharif,4083.0,Hectare,273953.0,Tonnes,67.096,Tonnes/Hectare
367349,2018-2019,Uttar Pradesh,9,Varanasi,187,Sweet Potato,703.0,Vegetable,Kharif,26.0,Hectare,299.0,Tonnes,11.5,Tonnes/Hectare
367350,2018-2019,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Kharif,2257.0,Hectare,1952.0,Tonnes,0.865,Tonnes/Hectare
367351,2018-2019,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Summer,83.0,Hectare,71.0,Tonnes,0.855,Tonnes/Hectare
367352,2018-2019,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Total,2340.0,Hectare,2023.0,Tonnes,0.865,Tonnes/Hectare
367353,2018-2019,Uttar Pradesh,9,Varanasi,187,Wheat,106.0,Cereals,Rabi,68973.0,Hectare,241128.0,Tonnes,3.496,Tonnes/Hectare
371415,2019-2020,Bihar,10,Purnia,214,Groundnut,1001.0,Oilseeds,Kharif,1.0,Hectare,1.0,Tonnes,1.0,Tonnes/Hectare
371416,2019-2020,Bihar,10,Purnia,214,Horse-Gram,206.0,Pulses,Kharif,42.0,Hectare,39.0,Tonnes,0.929,Tonnes/Hectare
371417,2019-2020,Bihar,10,Purnia,214,Jute,1102.0,Fiber Crops,Kharif,1309.0,Hectare,27461.0,Tonnes,20.979,Tonnes/Hectare
371419,2019-2020,Bihar,10,Purnia,214,Maize,104.0,Cereals,Autumn,1069.0,Hectare,3730.0,Tonnes,3.489,Tonnes/Hectare
371420,2019-2020,Bihar,10,Purnia,214,Maize,104.0,Cereals,Rabi,45267.0,Hectare,399889.0,Tonnes,8.834,Tonnes/Hectare
371421,2019-2020,Bihar,10,Purnia,214,Maize,104.0,Cereals,Summer,323.0,Hectare,1729.0,Tonnes,5.353,Tonnes/Hectare
371422,2019-2020,Bihar,10,Purnia,214,Maize,104.0,Cereals,Total,46659.0,Hectare,405348.0,Tonnes,8.687,Tonnes/Hectare
371423,2019-2020,Bihar,10,Purnia,214,Masoor,205.0,Pulses,Rabi,576.0,Hectare,490.0,Tonnes,0.851,Tonnes/Hectare
371424,2019-2020,Bihar,10,Purnia,214,Mesta,1103.0,Fiber Crops,Kharif,2.0,Hectare,6.0,Tonnes,3.0,Tonnes/Hectare
371425,2019-2020,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Kharif,348.0,Hectare,329.0,Tonnes,0.945,Tonnes/Hectare
371426,2019-2020,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Summer,517.0,Hectare,427.0,Tonnes,0.826,Tonnes/Hectare
371427,2019-2020,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Total,865.0,Hectare,756.0,Tonnes,0.874,Tonnes/Hectare
371428,2019-2020,Bihar,10,Purnia,214,Onion,708.0,Vegetable,Rabi,53.0,Hectare,708.0,Tonnes,13.358,Tonnes/Hectare
371429,2019-2020,Bihar,10,Purnia,214,Peas & Beans (Pulses),213.0,Pulses,Rabi,9.0,Hectare,9.0,Tonnes,1.0,Tonnes/Hectare
371430,2019-2020,Bihar,10,Purnia,214,Potato,701.0,Vegetable,Rabi,258.0,Hectare,3546.0,Tonnes,13.744,Tonnes/Hectare
371431,2019-2020,Bihar,10,Purnia,214,Potato,701.0,Vegetable,Total,10572.0,Hectare,160525.0,Tonnes,15.184,Tonnes/Hectare
371432,2019-2020,Bihar,10,Purnia,214,Potato,701.0,Vegetable,Winter,10314.0,Hectare,156979.0,Tonnes,15.22,Tonnes/Hectare
371433,2019-2020,Bihar,10,Purnia,214,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,383.0,Hectare,436.0,Tonnes,1.138,Tonnes/Hectare
371434,2019-2020,Bihar,10,Purnia,214,Rice,101.0,Cereals,Autumn,150.0,Hectare,433.0,Tonnes,2.887,Tonnes/Hectare
371435,2019-2020,Bihar,10,Purnia,214,Rice,101.0,Cereals,Summer,463.0,Hectare,1399.0,Tonnes,3.022,Tonnes/Hectare
371436,2019-2020,Bihar,10,Purnia,214,Rice,101.0,Cereals,Total,104459.0,Hectare,184691.0,Tonnes,1.768,Tonnes/Hectare
371437,2019-2020,Bihar,10,Purnia,214,Rice,101.0,Cereals,Winter,103846.0,Hectare,182859.0,Tonnes,1.761,Tonnes/Hectare
371438,2019-2020,Bihar,10,Purnia,214,Sesamum,1003.0,Oilseeds,Kharif,1.0,Hectare,1.0,Tonnes,1.0,Tonnes/Hectare
371439,2019-2020,Bihar,10,Purnia,214,Sugarcane,401.0,Sugar,Whole Year,2.0,Hectare,121.0,Tonnes,60.5,Tonnes/Hectare
371440,2019-2020,Bihar,10,Purnia,214,Sunflower,1007.0,Oilseeds,Rabi,15.0,Hectare,22.0,Tonnes,1.467,Tonnes/Hectare
371441,2019-2020,Bihar,10,Purnia,214,Urad,203.0,Pulses,Kharif,15.0,Hectare,14.0,Tonnes,0.933,Tonnes/Hectare
371442,2019-2020,Bihar,10,Purnia,214,Wheat,106.0,Cereals,Rabi,10421.0,Hectare,25735.0,Tonnes,2.47,Tonnes/Hectare
373902,2019-2020,Haryana,6,Gurugram,62,Arhar/Tur,202.0,Pulses,Kharif,136.0,Hectare,157.0,Tonnes,1.154,Tonnes/Hectare
373903,2019-2020,Haryana,6,Gurugram,62,Bajra,103.0,Cereals,Kharif,31300.0,Hectare,86800.0,Tonnes,2.773,Tonnes/Hectare
373904,2019-2020,Haryana,6,Gurugram,62,Barley,107.0,Cereals,Rabi,1000.0,Hectare,4760.0,Tonnes,4.76,Tonnes/Hectare
373905,2019-2020,Haryana,6,Gurugram,62,Coriander,509.0,Spices,Whole Year,10.0,Hectare,15.0,Tonnes,1.5,Tonnes/Hectare
373906,2019-2020,Haryana,6,Gurugram,62,Cotton(Lint),1101.0,Fiber Crops,Kharif,5800.0,Hectare,18400.0,Tonnes,3.172,Tonnes/Hectare
373907,2019-2020,Haryana,6,Gurugram,62,Garlic,508.0,Spices,Whole Year,5.0,Hectare,30.0,Tonnes,6.0,Tonnes/Hectare
