id,year,state_name,state_code,district_name,district_code,crop_name,crop_code,crop_type,season,area,area_unit,production,production_unit,yield,yield_unit
70426,2002-2003,Bihar,10,Purnia,214,Potato,701.0,Vegetable,Whole Year,9236.0,Hectare,77254.0,Tonnes,8.364,Tonnes/Hectare
70427,2002-2003,Bihar,10,Purnia,214,Ragi,105.0,Cereals,Kharif,31.0,Hectare,26.0,Tonnes,0.839,Tonnes/Hectare
70428,2002-2003,Bihar,10,Purnia,214,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,4067.0,Hectare,3986.0,Tonnes,0.98,Tonnes/Hectare
70429,2002-2003,Bihar,10,Purnia,214,Rice,101.0,Cereals,Autumn,20792.0,Hectare,24332.0,Tonnes,1.17,Tonnes/Hectare
70430,2002-2003,Bihar,10,Purnia,214,Rice,101.0,Cereals,Summer,17486.0,Hectare,25878.0,Tonnes,1.48,Tonnes/Hectare
70431,2002-2003,Bihar,10,Purnia,214,Rice,101.0,Cereals,Total,127367.0,Hectare,145758.0,Tonnes,1.144,Tonnes/Hectare
70432,2002-2003,Bihar,10,Purnia,214,Rice,101.0,Cereals,Winter,89089.0,Hectare,95548.0,Tonnes,1.073,Tonnes/Hectare
70433,2002-2003,Bihar,10,Purnia,214,Sesamum,1003.0,Oilseeds,Kharif,75.0,Hectare,58.0,Tonnes,0.773,Tonnes/Hectare
70434,2002-2003,Bihar,10,Purnia,214,Sugarcane,401.0,Sugar,Whole Year,153.0,Hectare,6141.0,Tonnes,40.137,Tonnes/Hectare
70435,2002-2003,Bihar,10,Purnia,214,Sunflower,1007.0,Oilseeds,Kharif,3280.0,Hectare,4323.0,Tonnes,1.318,Tonnes/Hectare
70436,2002-2003,Bihar,10,Purnia,214,Sweet Potato,703.0,Vegetable,Whole Year,98.0,Hectare,1211.0,Tonnes,12.357,Tonnes/Hectare
70437,2002-2003,Bihar,10,Purnia,214,Turmeric,504.0,Spices,Whole Year,13.0,Hectare,13.0,Tonnes,1.0,Tonnes/Hectare
70438,2002-2003,Bihar,10,Purnia,214,Urad,203.0,Pulses,Kharif,118.0,Hectare,89.0,Tonnes,0.754,Tonnes/Hectare
70439,2002-2003,Bihar,10,Purnia,214,Wheat,106.0,Cereals,Rabi,57017.0,Hectare,84862.0,Tonnes,1.488,Tonnes/Hectare
72004,2002-2003,Haryana,6,Gurugram,62,Arhar/Tur,202.0,Pulses,Kharif,755.0,Hectare,400.0,Tonnes,0.53,Tonnes/Hectare
72005,2002-2003,Haryana,6,Gurugram,62,Bajra,103.0,Cereals,Kharif,44038.0,Hectare,43000.0,Tonnes,0.976,Tonnes/Hectare
72006,2002-2003,Haryana,6,Gurugram,62,Barley,107.0,Cereals,Rabi,3057.0,Hectare,8000.0,Tonnes,2.617,Tonnes/Hectare
72007,2002-2003,Haryana,6,Gurugram,62,Cotton(Lint),1101.0,Fiber Crops,Kharif,207.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
72008,2002-2003,Haryana,6,Gurugram,62,Gram,201.0,Pulses,Rabi,707.0,Hectare,1000.0,Tonnes,1.414,Tonnes/Hectare
72009,2002-2003,Haryana,6,Gurugram,62,Groundnut,1001.0,Oilseeds,Kharif,233.0,Hectare,100.0,Tonnes,0.429,Tonnes/Hectare
72010,2002-2003,Haryana,6,Gurugram,62,Jowar,102.0,Cereals,Kharif,9189.0,Hectare,2000.0,Tonnes,0.218,Tonnes/Hectare
72011,2002-2003,Haryana,6,Gurugram,62,Maize,104.0,Cereals,Kharif,93.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
72012,2002-2003,Haryana,6,Gurugram,62,Masoor,205.0,Pulses,Rabi,91.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
72013,2002-2003,Haryana,6,Gurugram,62,Moong(Green Gram),204.0,Pulses,Kharif,84.0,Hectare,100.0,Tonnes,1.19,Tonnes/Hectare
72014,2002-2003,Haryana,6,Gurugram,62,Onion,708.0,Vegetable,Whole Year,772.0,Hectare,17800.0,Tonnes,23.057,Tonnes/Hectare
72015,2002-2003,Haryana,6,Gurugram,62,Other Fresh Fruits,688.0,Fruits,Whole Year,21.0,Hectare,200.0,Tonnes,9.524,Tonnes/Hectare
72016,2002-2003,Haryana,6,Gurugram,62,Other Vegetables,788.0,Vegetable,Whole Year,3659.0,Hectare,62000.0,Tonnes,16.945,Tonnes/Hectare
72017,2002-2003,Haryana,6,Gurugram,62,Potato,701.0,Vegetable,Whole Year,8.0,Hectare,200.0,Tonnes,25.0,Tonnes/Hectare
72018,2002-2003,Haryana,6,Gurugram,62,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,59622.0,Hectare,75000.0,Tonnes,1.258,Tonnes/Hectare
72019,2002-2003,Haryana,6,Gurugram,62,Rice,101.0,Cereals,Kharif,2639.0,Hectare,8000.0,Tonnes,3.031,Tonnes/Hectare
72020,2002-2003,Haryana,6,Gurugram,62,Sannhamp,1104.0,Fiber Crops,Whole Year,9.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
72021,2002-2003,Haryana,6,Gurugram,62,Sesamum,1003.0,Oilseeds,Kharif,1547.0,Hectare,200.0,Tonnes,0.129,Tonnes/Hectare
72022,2002-2003,Haryana,6,Gurugram,62,Sugarcane,401.0,Sugar,Whole Year,182.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
72023,2002-2003,Haryana,6,Gurugram,62,Sweet Potato,703.0,Vegetable,Whole Year,12.0,Hectare,200.0,Tonnes,16.667,Tonnes/Hectare
72024,2002-2003,Haryana,6,Gurugram,62,Urad,203.0,Pulses,Kharif,45.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
72025,2002-2003,Haryana,6,Gurugram,62,Wheat,106.0,Cereals,Rabi,116705.0,Hectare,431000.0,Tonnes,3.693,Tonnes/Hectare
88254,2003-2004,Bihar,10,Purnia,214,Gram,201.0,Pulses,Rabi,251.0,Hectare,125.0,Tonnes,0.498,Tonnes/Hectare
84401,2002-2003,Uttar Pradesh,9,Varanasi,187,Bajra,103.0,Cereals,Kharif,4758.0,Hectare,4513.0,Tonnes,0.949,Tonnes/Hectare
84402,2002-2003,Uttar Pradesh,9,Varanasi,187,Barley,107.0,Cereals,Rabi,421.0,Hectare,682.0,Tonnes,1.62,Tonnes/Hectare
84403,2002-2003,Uttar Pradesh,9,Varanasi,187,Gram,201.0,Pulses,Rabi,2799.0,Hectare,2444.0,Tonnes,0.873,Tonnes/Hectare
84404,2002-2003,Uttar Pradesh,9,Varanasi,187,Jowar,102.0,Cereals,Kharif,2509.0,Hectare,2197.0,Tonnes,0.876,Tonnes/Hectare
84405,2002-2003,Uttar Pradesh,9,Varanasi,187,Linseed,1005.0,Oilseeds,Rabi,19.0,Hectare,4.0,Tonnes,0.211,Tonnes/Hectare
84406,2002-2003,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Kharif,2983.0,Hectare,4454.0,Tonnes,1.493,Tonnes/Hectare
84407,2002-2003,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Rabi,8.0,Hectare,9.0,Tonnes,1.125,Tonnes/Hectare
84408,2002-2003,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Total,2991.0,Hectare,4463.0,Tonnes,1.492,Tonnes/Hectare
84409,2002-2003,Uttar Pradesh,9,Varanasi,187,Masoor,205.0,Pulses,Rabi,245.0,Hectare,154.0,Tonnes,0.629,Tonnes/Hectare
84410,2002-2003,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Kharif,364.0,Hectare,245.0,Tonnes,0.673,Tonnes/Hectare
84411,2002-2003,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Summer,3.0,Hectare,2.0,Tonnes,0.667,Tonnes/Hectare
84412,2002-2003,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Total,367.0,Hectare,247.0,Tonnes,0.673,Tonnes/Hectare
84413,2002-2003,Uttar Pradesh,9,Varanasi,187,Moth,209.0,Pulses,Kharif,2.0,Hectare,1.0,Tonnes,0.5,Tonnes/Hectare
84414,2002-2003,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Rabi,63.0,Hectare,650.0,Tonnes,10.317,Tonnes/Hectare
84415,2002-2003,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Summer,69.0,Hectare,771.0,Tonnes,11.174,Tonnes/Hectare
84416,2002-2003,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Total,132.0,Hectare,1421.0,Tonnes,10.765,Tonnes/Hectare
84417,2002-2003,Uttar Pradesh,9,Varanasi,187,Peas & Beans (Pulses),213.0,Pulses,Rabi,3092.0,Hectare,3805.0,Tonnes,1.231,Tonnes/Hectare
84418,2002-2003,Uttar Pradesh,9,Varanasi,187,Potato,701.0,Vegetable,Whole Year,3508.0,Hectare,72472.0,Tonnes,20.659,Tonnes/Hectare
84419,2002-2003,Uttar Pradesh,9,Varanasi,187,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,517.0,Hectare,463.0,Tonnes,0.896,Tonnes/Hectare
84420,2002-2003,Uttar Pradesh,9,Varanasi,187,Rice,101.0,Cereals,Kharif,49582.0,Hectare,89166.0,Tonnes,1.798,Tonnes/Hectare
84421,2002-2003,Uttar Pradesh,9,Varanasi,187,Sannhamp,1104.0,Fiber Crops,Whole Year,500.0,Hectare,158.0,Tonnes,0.316,Tonnes/Hectare
84422,2002-2003,Uttar Pradesh,9,Varanasi,187,Sesamum,1003.0,Oilseeds,Kharif,78.0,Hectare,12.0,Tonnes,0.154,Tonnes/Hectare
84423,2002-2003,Uttar Pradesh,9,Varanasi,187,Small Millets,108.0,Cereals,Kharif,15.0,Hectare,9.0,Tonnes,0.6,Tonnes/Hectare
84424,2002-2003,Uttar Pradesh,9,Varanasi,187,Sugarcane,401.0,Sugar,Whole Year,5006.0,Hectare,210492.0,Tonnes,42.048,Tonnes/Hectare
84425,2002-2003,Uttar Pradesh,9,Varanasi,187,Turmeric,504.0,Spices,Whole Year,5.0,Hectare,9.0,Tonnes,1.8,Tonnes/Hectare
84426,2002-2003,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Kharif,2053.0,Hectare,801.0,Tonnes,0.39,Tonnes/Hectare
84427,2002-2003,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Summer,16.0,Hectare,8.0,Tonnes,0.5,Tonnes/Hectare
84428,2002-2003,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Total,2069.0,Hectare,809.0,Tonnes,0.391,Tonnes/Hectare
84429,2002-2003,Uttar Pradesh,9,Varanasi,187,Wheat,106.0,Cereals,Rabi,66918.0,Hectare,142279.0,Tonnes,2.126,Tonnes/Hectare
88247,2003-2004,Bihar,10,Purnia,214,Arhar/Tur,202.0,Pulses,Kharif,7.0,Hectare,8.0,Tonnes,1.143,Tonnes/Hectare
88248,2003-2004,Bihar,10,Purnia,214,Banana,606.0,Fruits,Whole Year,2065.0,Hectare,21765.0,Tonnes,10.54,Tonnes/Hectare
88249,2003-2004,Bihar,10,Purnia,214,Barley,107.0,Cereals,Rabi,10.0,Hectare,11.0,Tonnes,1.1,Tonnes/Hectare
88250,2003-2004,Bihar,10,Purnia,214,Coriander,509.0,Spices,Whole Year,3.0,Hectare,2.0,Tonnes,0.667,Tonnes/Hectare
88251,2003-2004,Bihar,10,Purnia,214,Dry Chillies,502.0,Spices,Whole Year,92.0,Hectare,76.0,Tonnes,0.826,Tonnes/Hectare
88252,2003-2004,Bihar,10,Purnia,214,Garlic,508.0,Spices,Whole Year,79.0,Hectare,119.0,Tonnes,1.506,Tonnes/Hectare
88253,2003-2004,Bihar,10,Purnia,214,Ginger,503.0,Spices,Kharif,3.0,Hectare,5.0,Tonnes,1.667,Tonnes/Hectare
88255,2003-2004,Bihar,10,Purnia,214,Groundnut,1001.0,Oilseeds,Kharif,62.0,Hectare,31.0,Tonnes,0.5,Tonnes/Hectare
88256,2003-2004,Bihar,10,Purnia,214,Horse-Gram,206.0,Pulses,Kharif,1126.0,Hectare,831.0,Tonnes,0.738,Tonnes/Hectare
88257,2003-2004,Bihar,10,Purnia,214,Jute,1102.0,Fiber Crops,Kharif,30825.0,Hectare,219543.0,Tonnes,7.122,Tonnes/Hectare
88258,2003-2004,Bihar,10,Purnia,214,Khesari,521.0,Spices,Rabi,1587.0,Hectare,790.0,Tonnes,0.498,Tonnes/Hectare
88259,2003-2004,Bihar,10,Purnia,214,Linseed,1005.0,Oilseeds,Rabi,1081.0,Hectare,848.0,Tonnes,0.784,Tonnes/Hectare
88260,2003-2004,Bihar,10,Purnia,214,Maize,104.0,Cereals,Kharif,11319.0,Hectare,24395.0,Tonnes,2.155,Tonnes/Hectare
88261,2003-2004,Bihar,10,Purnia,214,Maize,104.0,Cereals,Rabi,11326.0,Hectare,30410.0,Tonnes,2.685,Tonnes/Hectare
88262,2003-2004,Bihar,10,Purnia,214,Maize,104.0,Cereals,Summer,17616.0,Hectare,40942.0,Tonnes,2.324,Tonnes/Hectare
88263,2003-2004,Bihar,10,Purnia,214,Maize,104.0,Cereals,Total,40261.0,Hectare,95747.0,Tonnes,2.378,Tonnes/Hectare
88264,2003-2004,Bihar,10,Purnia,214,Masoor,205.0,Pulses,Rabi,4263.0,Hectare,3027.0,Tonnes,0.71,Tonnes/Hectare
88265,2003-2004,Bihar,10,Purnia,214,Mesta,1103.0,Fiber Crops,Kharif,4254.0,Hectare,29164.0,Tonnes,6.856,Tonnes/Hectare
88266,2003-2004,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Kharif,2847.0,Hectare,1253.0,Tonnes,0.44,Tonnes/Hectare
88267,2003-2004,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Summer,12078.0,Hectare,10520.0,Tonnes,0.871,Tonnes/Hectare
88268,2003-2004,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Total,14925.0,Hectare,11773.0,Tonnes,0.789,Tonnes/Hectare
88269,2003-2004,Bihar,10,Purnia,214,Onion,708.0,Vegetable,Whole Year,98.0,Hectare,904.0,Tonnes,9.224,Tonnes/Hectare
88270,2003-2004,Bihar,10,Purnia,214,Other Rabi Pulses,288.0,Pulses,Rabi,403.0,Hectare,299.0,Tonnes,0.742,Tonnes/Hectare
88271,2003-2004,Bihar,10,Purnia,214,Peas & Beans (Pulses),213.0,Pulses,Rabi,452.0,Hectare,422.0,Tonnes,0.934,Tonnes/Hectare
88272,2003-2004,Bihar,10,Purnia,214,Potato,701.0,Vegetable,Whole Year,9268.0,Hectare,75155.0,Tonnes,8.109,Tonnes/Hectare
88273,2003-2004,Bihar,10,Purnia,214,Ragi,105.0,Cereals,Kharif,22.0,Hectare,5.0,Tonnes,0.227,Tonnes/Hectare
88274,2003-2004,Bihar,10,Purnia,214,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,3043.0,Hectare,3408.0,Tonnes,1.12,Tonnes/Hectare
88275,2003-2004,Bihar,10,Purnia,214,Rice,101.0,Cereals,Autumn,18467.0,Hectare,20512.0,Tonnes,1.111,Tonnes/Hectare
88276,2003-2004,Bihar,10,Purnia,214,Rice,101.0,Cereals,Summer,20481.0,Hectare,28023.0,Tonnes,1.368,Tonnes/Hectare
88277,2003-2004,Bihar,10,Purnia,214,Rice,101.0,Cereals,Total,120397.0,Hectare,188409.0,Tonnes,1.565,Tonnes/Hectare
88278,2003-2004,Bihar,10,Purnia,214,Rice,101.0,Cereals,Winter,81449.0,Hectare,139874.0,Tonnes,1.717,Tonnes/Hectare
88279,2003-2004,Bihar,10,Purnia,214,Sesamum,1003.0,Oilseeds,Kharif,7.0,Hectare,5.0,Tonnes,0.714,Tonnes/Hectare
88280,2003-2004,Bihar,10,Purnia,214,Small Millets,108.0,Cereals,Kharif,442.0,Hectare,328.0,Tonnes,0.742,Tonnes/Hectare
88281,2003-2004,Bihar,10,Purnia,214,Sunflower,1007.0,Oilseeds,Kharif,4276.0,Hectare,6387.0,Tonnes,1.494,Tonnes/Hectare
88282,2003-2004,Bihar,10,Purnia,214,Sweet Potato,703.0,Vegetable,Whole Year,154.0,Hectare,2283.0,Tonnes,14.825,Tonnes/Hectare
88283,2003-2004,Bihar,10,Purnia,214,Tobacco,1302.0,Drugs And Narcotics,Whole Year,14.0,Hectare,16.0,Tonnes,1.143,Tonnes/Hectare
88284,2003-2004,Bihar,10,Purnia,214,Turmeric,504.0,Spices,Whole Year,69.0,Hectare,68.0,Tonnes,0.986,Tonnes/Hectare
88285,2003-2004,Bihar,10,Purnia,214,Urad,203.0,Pulses,Kharif,120.0,Hectare,89.0,Tonnes,0.742,Tonnes/Hectare
88286,2003-2004,Bihar,10,Purnia,214,Wheat,106.0,Cereals,Rabi,58778.0,Hectare,71463.0,Tonnes,1.216,Tonnes/Hectare
89970,2003-2004,Haryana,6,Gurugram,62,Arhar/Tur,202.0,Pulses,Kharif,603.0,Hectare,800.0,Tonnes,1.327,Tonnes/Hectare
89971,2003-2004,Haryana,6,Gurugram,62,Bajra,103.0,Cereals,Kharif,55432.0,Hectare,83000.0,Tonnes,1.497,Tonnes/Hectare
89972,2003-2004,Haryana,6,Gurugram,62,Barley,107.0,Cereals,Rabi,2639.0,Hectare,6000.0,Tonnes,2.274,Tonnes/Hectare
89973,2003-2004,Haryana,6,Gurugram,62,Cotton(Lint),1101.0,Fiber Crops,Kharif,339.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
89974,2003-2004,Haryana,6,Gurugram,62,Dry Chillies,502.0,Spices,Whole Year,15.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
89975,2003-2004,Haryana,6,Gurugram,62,Gram,201.0,Pulses,Rabi,1907.0,Hectare,2000.0,Tonnes,1.049,Tonnes/Hectare
89976,2003-2004,Haryana,6,Gurugram,62,Groundnut,1001.0,Oilseeds,Kharif,250.0,Hectare,100.0,Tonnes,0.4,Tonnes/Hectare
89977,2003-2004,Haryana,6,Gurugram,62,Jowar,102.0,Cereals,Kharif,13283.0,Hectare,3000.0,Tonnes,0.226,Tonnes/Hectare
89978,2003-2004,Haryana,6,Gurugram,62,Maize,104.0,Cereals,Kharif,16.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
89979,2003-2004,Haryana,6,Gurugram,62,Masoor,205.0,Pulses,Rabi,887.0,Hectare,400.0,Tonnes,0.451,Tonnes/Hectare
89980,2003-2004,Haryana,6,Gurugram,62,Moong(Green Gram),204.0,Pulses,Kharif,47.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
89981,2003-2004,Haryana,6,Gurugram,62,Onion,708.0,Vegetable,Whole Year,634.0,Hectare,14600.0,Tonnes,23.028,Tonnes/Hectare
89982,2003-2004,Haryana,6,Gurugram,62,Other Fresh Fruits,688.0,Fruits,Whole Year,47.0,Hectare,600.0,Tonnes,12.766,Tonnes/Hectare
89983,2003-2004,Haryana,6,Gurugram,62,Other Vegetables,788.0,Vegetable,Whole Year,3628.0,Hectare,61200.0,Tonnes,16.869,Tonnes/Hectare
89984,2003-2004,Haryana,6,Gurugram,62,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,51568.0,Hectare,72000.0,Tonnes,1.396,Tonnes/Hectare
89985,2003-2004,Haryana,6,Gurugram,62,Rice,101.0,Cereals,Kharif,7491.0,Hectare,19000.0,Tonnes,2.536,Tonnes/Hectare
89986,2003-2004,Haryana,6,Gurugram,62,Sesamum,1003.0,Oilseeds,Kharif,730.0,Hectare,100.0,Tonnes,0.137,Tonnes/Hectare
89987,2003-2004,Haryana,6,Gurugram,62,Sugarcane,401.0,Sugar,Whole Year,86.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
89988,2003-2004,Haryana,6,Gurugram,62,Sweet Potato,703.0,Vegetable,Whole Year,15.0,Hectare,200.0,Tonnes,13.333,Tonnes/Hectare
89989,2003-2004,Haryana,6,Gurugram,62,Urad,203.0,Pulses,Kharif,9.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
89990,2003-2004,Haryana,6,Gurugram,62,Wheat,106.0,Cereals,Rabi,125675.0,Hectare,450000.0,Tonnes,3.581,Tonnes/Hectare
108071,2004-2005,Haryana,6,Gurugram,62,Gram,201.0,Pulses,Rabi,1013.0,Hectare,1000.0,Tonnes,0.987,Tonnes/Hectare
102911,2003-2004,Uttar Pradesh,9,Varanasi,187,Arhar/Tur,202.0,Pulses,Kharif,4121.0,Hectare,3688.0,Tonnes,0.895,Tonnes/Hectare
102912,2003-2004,Uttar Pradesh,9,Varanasi,187,Bajra,103.0,Cereals,Kharif,4004.0,Hectare,4430.0,Tonnes,1.106,Tonnes/Hectare
102913,2003-2004,Uttar Pradesh,9,Varanasi,187,Barley,107.0,Cereals,Rabi,590.0,Hectare,808.0,Tonnes,1.369,Tonnes/Hectare
102914,2003-2004,Uttar Pradesh,9,Varanasi,187,Gram,201.0,Pulses,Rabi,2710.0,Hectare,4208.0,Tonnes,1.553,Tonnes/Hectare
102915,2003-2004,Uttar Pradesh,9,Varanasi,187,Jowar,102.0,Cereals,Kharif,2077.0,Hectare,1948.0,Tonnes,0.938,Tonnes/Hectare
102916,2003-2004,Uttar Pradesh,9,Varanasi,187,Linseed,1005.0,Oilseeds,Rabi,12.0,Hectare,6.0,Tonnes,0.5,Tonnes/Hectare
102917,2003-2004,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Kharif,2984.0,Hectare,5523.0,Tonnes,1.851,Tonnes/Hectare
102918,2003-2004,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Rabi,5.0,Hectare,7.0,Tonnes,1.4,Tonnes/Hectare
102919,2003-2004,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Summer,11.0,Hectare,15.0,Tonnes,1.364,Tonnes/Hectare
102920,2003-2004,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Total,3000.0,Hectare,5545.0,Tonnes,1.848,Tonnes/Hectare
102921,2003-2004,Uttar Pradesh,9,Varanasi,187,Masoor,205.0,Pulses,Rabi,281.0,Hectare,218.0,Tonnes,0.776,Tonnes/Hectare
102922,2003-2004,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Kharif,297.0,Hectare,69.0,Tonnes,0.232,Tonnes/Hectare
102923,2003-2004,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Summer,21.0,Hectare,13.0,Tonnes,0.619,Tonnes/Hectare
102924,2003-2004,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Total,318.0,Hectare,82.0,Tonnes,0.258,Tonnes/Hectare
102925,2003-2004,Uttar Pradesh,9,Varanasi,187,Moth,209.0,Pulses,Kharif,1.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
102926,2003-2004,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Rabi,78.0,Hectare,1120.0,Tonnes,14.359,Tonnes/Hectare
102927,2003-2004,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Summer,99.0,Hectare,814.0,Tonnes,8.222,Tonnes/Hectare
102928,2003-2004,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Total,177.0,Hectare,1934.0,Tonnes,10.927,Tonnes/Hectare
102929,2003-2004,Uttar Pradesh,9,Varanasi,187,Peas & Beans (Pulses),213.0,Pulses,Rabi,2988.0,Hectare,4760.0,Tonnes,1.593,Tonnes/Hectare
102930,2003-2004,Uttar Pradesh,9,Varanasi,187,Potato,701.0,Vegetable,Whole Year,3311.0,Hectare,54499.0,Tonnes,16.46,Tonnes/Hectare
102931,2003-2004,Uttar Pradesh,9,Varanasi,187,Ragi,105.0,Cereals,Rabi,3.0,Hectare,4.0,Tonnes,1.333,Tonnes/Hectare
102932,2003-2004,Uttar Pradesh,9,Varanasi,187,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,516.0,Hectare,514.0,Tonnes,0.996,Tonnes/Hectare
102933,2003-2004,Uttar Pradesh,9,Varanasi,187,Rice,101.0,Cereals,Kharif,50096.0,Hectare,133775.0,Tonnes,2.67,Tonnes/Hectare
102934,2003-2004,Uttar Pradesh,9,Varanasi,187,Sannhamp,1104.0,Fiber Crops,Whole Year,543.0,Hectare,163.0,Tonnes,0.3,Tonnes/Hectare
102935,2003-2004,Uttar Pradesh,9,Varanasi,187,Sesamum,1003.0,Oilseeds,Kharif,82.0,Hectare,11.0,Tonnes,0.134,Tonnes/Hectare
102936,2003-2004,Uttar Pradesh,9,Varanasi,187,Sugarcane,401.0,Sugar,Whole Year,5015.0,Hectare,202927.0,Tonnes,40.464,Tonnes/Hectare
102937,2003-2004,Uttar Pradesh,9,Varanasi,187,Sunflower,1007.0,Oilseeds,Kharif,21.0,Hectare,35.0,Tonnes,1.667,Tonnes/Hectare
102938,2003-2004,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Kharif,1893.0,Hectare,790.0,Tonnes,0.417,Tonnes/Hectare
102939,2003-2004,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Summer,53.0,Hectare,32.0,Tonnes,0.604,Tonnes/Hectare
102940,2003-2004,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Total,1946.0,Hectare,822.0,Tonnes,0.422,Tonnes/Hectare
102941,2003-2004,Uttar Pradesh,9,Varanasi,187,Wheat,106.0,Cereals,Rabi,68777.0,Hectare,178850.0,Tonnes,2.6,Tonnes/Hectare
106335,2004-2005,Bihar,10,Purnia,214,Ginger,503.0,Spices,Total,4.0,Hectare,6.0,Tonnes,1.5,Tonnes/Hectare
106356,2004-2005,Bihar,10,Purnia,214,Ragi,105.0,Cereals,Kharif,100.0,Hectare,86.0,Tonnes,0.86,Tonnes/Hectare
106328,2004-2005,Bihar,10,Purnia,214,Arhar/Tur,202.0,Pulses,Kharif,9.0,Hectare,11.0,Tonnes,1.222,Tonnes/Hectare
106329,2004-2005,Bihar,10,Purnia,214,Banana,606.0,Fruits,Whole Year,1923.0,Hectare,20422.0,Tonnes,10.62,Tonnes/Hectare
106330,2004-2005,Bihar,10,Purnia,214,Barley,107.0,Cereals,Rabi,13.0,Hectare,14.0,Tonnes,1.077,Tonnes/Hectare
106331,2004-2005,Bihar,10,Purnia,214,Coriander,509.0,Spices,Whole Year,9.0,Hectare,6.0,Tonnes,0.667,Tonnes/Hectare
106332,2004-2005,Bihar,10,Purnia,214,Dry Chillies,502.0,Spices,Whole Year,88.0,Hectare,67.0,Tonnes,0.761,Tonnes/Hectare
106333,2004-2005,Bihar,10,Purnia,214,Garlic,508.0,Spices,Whole Year,60.0,Hectare,90.0,Tonnes,1.5,Tonnes/Hectare
106334,2004-2005,Bihar,10,Purnia,214,Ginger,503.0,Spices,Kharif,2.0,Hectare,3.0,Tonnes,1.5,Tonnes/Hectare
106336,2004-2005,Bihar,10,Purnia,214,Ginger,503.0,Spices,Whole Year,2.0,Hectare,3.0,Tonnes,1.5,Tonnes/Hectare
106337,2004-2005,Bihar,10,Purnia,214,Gram,201.0,Pulses,Rabi,374.0,Hectare,312.0,Tonnes,0.834,Tonnes/Hectare
106338,2004-2005,Bihar,10,Purnia,214,Groundnut,1001.0,Oilseeds,Kharif,78.0,Hectare,39.0,Tonnes,0.5,Tonnes/Hectare
106339,2004-2005,Bihar,10,Purnia,214,Horse-Gram,206.0,Pulses,Kharif,703.0,Hectare,695.0,Tonnes,0.989,Tonnes/Hectare
106340,2004-2005,Bihar,10,Purnia,214,Jowar,102.0,Cereals,Kharif,111.0,Hectare,113.0,Tonnes,1.018,Tonnes/Hectare
